"record_id","headword","headword_raw","headword_normalized","homonym_number","classification","classification_family","translation_raw","sense_count","senses_json","example_count","examples_json","variant_count","variants_json","comments_raw","source_code","source_document","page_start","page_end","transcription_status","publication_status","validation_status"
"RD-000339","Bunahua","Bunahua","bunahua","","Vt","Vt","Ladear, agachar, inclinar","1","[""Ladear, agachar, inclinar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","20","20","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000340","Buqué","Buqué","buque","","Vi sing","Vi","Tener, poseer (animal)","1","[""Tener, poseer (animal)""]","1","[""Nijeni buqué biré huáasi. Yo tengo sóla una vaca.[pl.: pugué] Nijé bucura huáasi, mi vaca Nijé pugura huáasi, mis vacas""]","1","[""pl.: pugué""]","Nijeni buqué biré huáasi. Yo tengo sóla una vaca.[pl.: pugué] Nijé bucura huáasi, mi vaca Nijé pugura huáasi, mis vacas","SRC-02","DICCIONARIO raramuri.pdf","20","20","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000341","Burá","Burá","bura","","Vt","Vt","Hacer camino","1","[""Hacer camino""]","1","[""Pe huaminánomí ne huarú burama jena'í. Poco más allá van a hacer un camino grande""]","0","[]","Pe huaminánomí ne huarú burama jena'í. Poco más allá van a hacer un camino grande","SRC-02","DICCIONARIO raramuri.pdf","20","20","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000342","Buré","Buré","bure","","Vi","Vi","Amarrar","1","[""Amarrar""]","1","[""Sonó burebo, vamos a amarrar manojos de astrojo. [fut.: buréma]""]","1","[""fut.: buréma""]","Sonó burebo, vamos a amarrar manojos de astrojo. [fut.: buréma]","SRC-02","DICCIONARIO raramuri.pdf","20","20","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000343","Bureri","Bureri","bureri","","","Sin clasificar","Manojo","1","[""Manojo""]","1","[""Biréana burí, una yunta (de bueyes)""]","0","[]","Biréana burí, una yunta (de bueyes)","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000344","Burira","Burira","burira","","Vt","Vt","Llevar preso","1","[""Llevar preso""]","1","[""[pp.: burirahuami]""]","1","[""pp.: burirahuami""]","[pp.: burirahuami]","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000345","Burito","Burito","burito","","S","S","Burro","1","[""Burro""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000346","Burú","Burú","buru","","Vi","Vi","Estar el camino (hacia e l lugar mencionado)","1","[""Estar el camino (hacia e l lugar mencionado)""]","1","[""¿cumi burú? ¿dónde está el camino? ¿Cum burú samichi? ¿donde está el camino hacia samachique? [pret.: burúuri]""]","1","[""pret.: burúuri""]","¿cumi burú? ¿dónde está el camino? ¿Cum burú samichi? ¿donde está el camino hacia samachique? [pret.: burúuri]","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000347","Burusáagá","Burusáagá","burusaaga","","","Sin clasificar","Condicional si le amarran","1","[""Condicional si le amarran""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000348","Burúuri","Burúuri","buruuri","","","Sin clasificar","[Pretérito de burú]","1","[""[Pretérito de burú]""]","1","[""Chabé echo'ná burúuri. Hace mucho había un camino allí.""]","0","[]","Chabé echo'ná burúuri. Hace mucho había un camino allí.","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000349","Busá","Busá","busa","","Vi","Vi","Despertarse","1","[""Despertarse""]","1","[""Bi'yá bijini busureri. Muy temprano desperté. Ba'arí bi'yá nimí busurébanama. Mañana temprano te voy a despertar. [pret.: busuré; fut.: busuméa]""]","1","[""pret.: busuré; fut.: busuméa""]","Bi'yá bijini busureri. Muy temprano desperté. Ba'arí bi'yá nimí busurébanama. Mañana temprano te voy a despertar. [pret.: busuré; fut.: busuméa]","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000350","Busé","Busé","buse","","Vi","Vi","Tener ojos","1","[""Tener ojos""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000351","Busí","Busí","busi","","S","S","Ojo","1","[""Ojo""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000352","Busugachi","Busugachi","busugachi","","S","S","Ciego (Una persona a quien se le acabó completamente la vista)","1","[""Ciego (Una persona a quien se le acabó completamente la vista)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000353","Busurébana","Busurébana","busurebana","","Vt","Vt","Despertar","1","[""Despertar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000354","Butuhuí","Butuhuí","butuhui","","Vi","Vi","Hundirse","1","[""Hundirse""]","1","[""Butuhuisa simí. Nadar debajo del agua""]","0","[]","Butuhuisa simí. Nadar debajo del agua","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000355","buyana","1buyana","buyana","1","Vi pl","Vi","Salir (animales del corral)","1","[""Salir (animales del corral)""]","1","[""[pret.: buyánari]""]","1","[""pret.: buyánari""]","[pret.: buyánari]","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000356","buyana","2buyana","buyana","2","","Sin clasificar","Enfermar (de viruela)","1","[""Enfermar (de viruela)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000357","ca","1ca","ca","1","Vi","Vi","Llevar (en la mano)","1","[""Llevar (en la mano)""]","1","[""Ripiyá ca simiri. Se fue llevando un cuchillo.""]","0","[]","Ripiyá ca simiri. Se fue llevando un cuchillo.","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000358","ca","1ca","ca","1","Vi","Vi","Traer","1","[""Traer""]","1","[""Cusí ca nahuari. Llegó trayendo un palo. [pp: cami]""]","1","[""pp: cami""]","Cusí ca nahuari. Llegó trayendo un palo. [pp: cami]","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000359","ca","2ca","ca","2","Vi","Vi","Hacer sombra","1","[""Hacer sombra""]","1","[""Mujemi hue nayurú; nijeni cábatama. Tú estás muy enfermo; te voy a hacer sombra.""]","0","[]","Mujemi hue nayurú; nijeni cábatama. Tú estás muy enfermo; te voy a hacer sombra.","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000360","Carari","Carari","carari","","S","S","Sombra","1","[""Sombra""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000361","Cáachi","Cáachi","caachi","","Vi","Vi","Ser","1","[""Ser""]","1","[""Nijeni pe táa cáachi níiri. Yo era un poco chico. Ma ochérami cáachi mucumea. Ya que sea viejo, morirá. Siné cáachi. En otra ocasión, tal vez Táa cáachi. Siendo chico""]","0","[]","Nijeni pe táa cáachi níiri. Yo era un poco chico. Ma ochérami cáachi mucumea. Ya que sea viejo, morirá. Siné cáachi. En otra ocasión, tal vez Táa cáachi. Siendo chico","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000362","Caba","Caba","caba","","Vi","Vi","Estar bajo a la sombra","1","[""Estar bajo a la sombra""]","1","[""Nijeni echo’ná ri’ré pachá cábama. Voy a estar allí, a la sombra.""]","0","[]","Nijeni echo’ná ri’ré pachá cábama. Voy a estar allí, a la sombra.","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000363","Cabí","Cabí","cabi","","Vt","Vt","Enrollar","1","[""Enrollar""]","1","[""¡oserí cabí! ¡enrolla el papel! Biré cabítami. Un rollo largo, una pieza entera de manta""]","0","[]","¡oserí cabí! ¡enrolla el papel! Biré cabítami. Un rollo largo, una pieza entera de manta","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000364","Cabita","Cabita","cabita","","Vi","Vi","Rodarse (una cosa larga)","1","[""Rodarse (una cosa larga)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000365","Cabítana","Cabítana","cabitana","","Vt","Vt","Rodar, envolver","1","[""Rodar, envolver""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000366","Cabó","Cabó","cabo","","Vt","Vt","Enrollar en una bola (mecate)","1","[""Enrollar en una bola (mecate)""]","1","[""Mani cu cabori huiya. Ya enrollé el mecate.""]","0","[]","Mani cu cabori huiya. Ya enrollé el mecate.","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000367","Cabóchuhua","Cabóchuhua","cabochuhua","","S","S","Pantorrilla","1","[""Pantorrilla""]","1","[""Nijé cabóchara. Mi pantorrilla.""]","0","[]","Nijé cabóchara. Mi pantorrilla.","SRC-02","DICCIONARIO raramuri.pdf","21","21","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000368","Cabóochi","Cabóochi","caboochi","","S","S","1. Músculo (de la pierna o del brazo) 2. En la pantorilla","2","[""Músculo (de la pierna o del brazo)"",""En la pantorilla""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000369","Cabora","Cabora","cabora","","Vi pl","Vi","Ser esféricos","1","[""Ser esféricos""]","1","[""[sing.: capora] Cabórami. Esféricos""]","1","[""sing.: capora""]","[sing.: capora] Cabórami. Esféricos","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000370","Cabósari","Cabósari","cabosari","","S","S","Tecolote blanco (ave tamaño mediano), búho chico","1","[""Tecolote blanco (ave tamaño mediano), búho chico""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000371","Cabú","Cabú","cabu","","Adv","Adv","¿cuándo?","1","[""¿cuándo?""]","1","[""¿cabú cu nahuari? ¿cuándo viniste? Quiríbuco. Adv ¿cuándo?""]","0","[]","¿cabú cu nahuari? ¿cuándo viniste? Quiríbuco. Adv ¿cuándo?","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000372","Cachagá","Cachagá","cachaga","","S","S","Cadera","1","[""Cadera""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000373","cachí","1cachí","cachi","1","Vi","Vi","Escupir","1","[""Escupir""]","1","[""Ne huabé huaquicheri tambore. Gará níima cachípasa. El tambor se secó; sería bueno escupirlo. Cachipo. Vamos a escupir. Cachipa. Vi le escupe""]","0","[]","Ne huabé huaquicheri tambore. Gará níima cachípasa. El tambor se secó; sería bueno escupirlo. Cachipo. Vamos a escupir. Cachipa. Vi le escupe","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000374","cachí","2cachí","cachi","2","Vi pl","Vi","Reírse","1","[""Reírse""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000375","Cachígachí","Cachígachí","cachigachi","","S","S","Cadera","1","[""Cadera""]","1","[""Hue ocó nijé cachigárachi. Me duele mucho una cadera. Nijé cachigara. Mi cadera. Nijé cachigárachi. En mi cadera.""]","0","[]","Hue ocó nijé cachigárachi. Me duele mucho una cadera. Nijé cachigara. Mi cadera. Nijé cachigárachi. En mi cadera.","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000376","Cachú","Cachú","cachu","","Vi","Vi","Arrugarse","1","[""Arrugarse""]","1","[""Chabeni rarari je'ná coyacha; ma cáraga cachuri. Hace tiempo compré este sombrero; ya se arrugó completamente [pret.: cachuri]""]","1","[""pret.: cachuri""]","Chabeni rarari je'ná coyacha; ma cáraga cachuri. Hace tiempo compré este sombrero; ya se arrugó completamente [pret.: cachuri]","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000377","Cachuna","Cachuna","cachuna","","Vt","Vt","Arrugar","1","[""Arrugar""]","1","[""[pret.: cachúnari; pp.: cachúami]""]","1","[""pret.: cachúnari; pp.: cachúami""]","[pret.: cachúnari; pp.: cachúami]","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000378","Ca’huá","Ca’huá","ca'hua","","Vt","Vt","Poner huevos","1","[""Poner huevos""]","1","[""Jipi quetasi te ca’huara, echi torí quetasi ca’huá. Ahora no hay huevos, las gallinas no ponen. [fut.: ca'huaméa] Torí ca'huara. S huevos de galina.""]","1","[""fut.: ca'huaméa""]","Jipi quetasi te ca’huara, echi torí quetasi ca’huá. Ahora no hay huevos, las gallinas no ponen. [fut.: ca'huaméa] Torí ca'huara. S huevos de galina.","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000379","Cahué","Cahué","cahue","","S","S","Caballo","1","[""Caballo""]","1","[""Cahué acará.herradura. Cahué buquéami. Dueño del caballo. Cahué cho'orá. El hocico del caballo. Cahué huasira. La cola del caballo Cahué muquira. Yegua. Cahué ropara. Vientre del caballo.""]","0","[]","Cahué acará.herradura. Cahué buquéami. Dueño del caballo. Cahué cho'orá. El hocico del caballo. Cahué huasira. La cola del caballo Cahué muquira. Yegua. Cahué ropara. Vientre del caballo.","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000380","Ca'hué","Ca'hué","ca'hue","","Vi","Vi","Tener liendres","1","[""Tener liendres""]","1","[""Hue ca'huéami ju mo'ochí. Tiene muchas liendres en la cabeza. [pret.: ca'huéari; fut.: ca'huérama]""]","1","[""pret.: ca'huéari; fut.: ca'huérama""]","Hue ca'huéami ju mo'ochí. Tiene muchas liendres en la cabeza. [pret.: ca'huéari; fut.: ca'huérama]","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000381","Cahuera","Cahuera","cahuera","","Vt","Vt","Menospreciar, despreciar","1","[""Menospreciar, despreciar""]","1","[""Echi rijoy quetasi tamí garé; chopi tamí cahuera. Ese hombre no me ama; solamente me desprecia.""]","0","[]","Echi rijoy quetasi tamí garé; chopi tamí cahuera. Ese hombre no me ama; solamente me desprecia.","SRC-02","DICCIONARIO raramuri.pdf","22","22","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000382","cahuí","1cahuí","cahui","1","S","S","Monte, terreno, tierra, campo, mundo","1","[""Monte, terreno, tierra, campo, mundo""]","1","[""Iquecha mi cahuíi mapo’nami ichiméa? ¿no tienes tierra donde puedas sembrar? Cahuí ichihuáami. Tierra de cultivo. Cahuí pátami. Herencia de terrenos. Cahuíi. Vi tener tierra. Cahuichí. En el monte. Jena’í cahuírari. Este lugar. Nijé cahúíhuarachi. Mi tierra.""]","0","[]","Iquecha mi cahuíi mapo’nami ichiméa? ¿no tienes tierra donde puedas sembrar? Cahuí ichihuáami. Tierra de cultivo. Cahuí pátami. Herencia de terrenos. Cahuíi. Vi tener tierra. Cahuichí. En el monte. Jena’í cahuírari. Este lugar. Nijé cahúíhuarachi. Mi tierra.","SRC-02","DICCIONARIO raramuri.pdf","22","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000383","cahuí","2cahuí","cahui","2","Vi","Vi","Aclarar (desaparecer las nubes)","1","[""Aclarar (desaparecer las nubes)""]","1","[""Ma cu cahuiri norí. Ya se desaparecieron las nubes. Cahuí simí. Está aclarando.""]","0","[]","Ma cu cahuiri norí. Ya se desaparecieron las nubes. Cahuí simí. Está aclarando.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000384","Cahuíami","Cahuíami","cahuiami","","Adj","Adj","Claro, limpio, sereno (el cielo)","1","[""Claro, limpio, sereno (el cielo)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000385","Cahúírachi","Cahúírachi","cahuirachi","","S","S","Piña de pino","1","[""Piña de pino""]","1","[""Ocó cahuíchara. Piña de la clase de pino que llaman ocó Huiyó cahuíchara.piña grande de la clase de pino que llaman Huiyó""]","0","[]","Ocó cahuíchara. Piña de la clase de pino que llaman ocó Huiyó cahuíchara.piña grande de la clase de pino que llaman Huiyó","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000386","Cahuisori","Cahuisori","cahuisori","","S","S","Cobija","1","[""Cobija""]","1","[""Vease quimá""]","1","[""véase quimá""]","Vease quimá","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000387","Cajé","Cajé","caje","","S","S","Café","1","[""Café""]","1","[""Cajé rachirá. Heces del café.""]","0","[]","Cajé rachirá. Heces del café.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000388","Cajera","Cajera","cajera","","S","S","Cáscara delgada, vaina","1","[""Cáscara delgada, vaina""]","1","[""Bachí cajera. Cáscara de calabaza Masana cajera. Cáscara de manzana. Muní cajera.vaina de frijol. Narasi cajera. Cáscara de naranja Ocó cajera. Cáscara de pino.""]","0","[]","Bachí cajera. Cáscara de calabaza Masana cajera. Cáscara de manzana. Muní cajera.vaina de frijol. Narasi cajera. Cáscara de naranja Ocó cajera. Cáscara de pino.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000389","Cajuí","Cajuí","cajui","","Vi","Vi","Derribarse (una trinchera)","1","[""Derribarse (una trinchera)""]","1","[""[fut.: cajuima]""]","1","[""fut.: cajuima""]","[fut.: cajuima]","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000390","Cajuina","Cajuina","cajuina","","Vt","Vt","Derribar","1","[""Derribar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000391","Ca'marota","Ca'marota","ca'marota","","Vi","Vi","Ampollarse","1","[""Ampollarse""]","1","[""Hue nóchari nijé ocó mitée; ma ca'marótari sicachí. Trabajé mucho tumbando pinos; ya se ampollaron mis manos.""]","0","[]","Hue nóchari nijé ocó mitée; ma ca'marótari sicachí. Trabajé mucho tumbando pinos; ya se ampollaron mis manos.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000392","Cameri","Cameri","cameri","","Vi fut","Vi","Ser bueno","1","[""Ser bueno""]","1","[""Que simisá cameri. Sería bueno que no fuera.""]","0","[]","Que simisá cameri. Sería bueno que no fuera.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000393","Ca'mí","Ca'mí","ca'mi","","Vi","Vi","Caerse (un poste o un pino)","1","[""Caerse (un poste o un pino)""]","1","[""Ca'mí aquibi. Se cayó.""]","0","[]","Ca'mí aquibi. Se cayó.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000394","Camí","Camí","cami","","Vi","Vi","Encarrujarse, torcerse","1","[""Encarrujarse, torcerse""]","1","[""Ma camiri pelota; auchéchoco upúchamani. Ya se encarrujó la pelota; voy a echarle aire. Echo'ná rayénarachi huaminá camiri oserí. Se encarrujó el papel por el sol. Caminí. Está encarrujándose Camíami. encarrujado, aplastado""]","0","[]","Ma camiri pelota; auchéchoco upúchamani. Ya se encarrujó la pelota; voy a echarle aire. Echo'ná rayénarachi huaminá camiri oserí. Se encarrujó el papel por el sol. Caminí. Está encarrujándose Camíami. encarrujado, aplastado","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000395","Cami","Cami","cami","","Adj","Adj","Extraordinario","1","[""Extraordinario""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000396","Ca'mina","Ca'mina","ca'mina","","Vt","Vt","Tumbar","1","[""Tumbar""]","1","[""[fut.: ca'minama]""]","1","[""fut.: ca'minama""]","[fut.: ca'minama]","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000397","Camina","Camina","camina","","Vt","Vt","Apretar, estrangular (con las manos)","1","[""Apretar, estrangular (con las manos)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000398","Ca'mocha","Ca'mocha","ca'mocha","","Vi","Vi","Hincharse la cara","1","[""Hincharse la cara""]","1","[""Banachí ca'móchari. Se le hinchó la mejilla""]","0","[]","Banachí ca'móchari. Se le hinchó la mejilla","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000399","Ca'moché","Ca'moché","ca'moche","","Vi","Vi","Taparse la garganta (cuando se come algo seco)","1","[""Taparse la garganta (cuando se come algo seco)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000400","Campori","Campori","campori","","S","S","Tambor (se usa en la Semana Santa)","1","[""Tambor (se usa en la Semana Santa)""]","1","[""Huicabé campori anini. Se oyen muchos tambores.""]","0","[]","Huicabé campori anini. Se oyen muchos tambores.","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000401","Ca'muchí","Ca'muchí","ca'muchi","","Vi","Vi","Maíz para hacer palomitas","1","[""Maíz para hacer palomitas""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000402","Ca'muchita","Ca'muchita","ca'muchita","","Vt","Vt","Hacer palomitas (tostando el maíz)","1","[""Hacer palomitas (tostando el maíz)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000403","Canajeca simí","Canajeca simí","canajeca simi","","Vi","Vi","Flotar","1","[""Flotar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","23","23","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000404","Canápuromí","Canápuromí","canapuromi","","Adv","Adv","En muchas partes, en dondequiera","1","[""En muchas partes, en dondequiera""]","1","[""Canápuromí piréami cúrohui ma gará machí oserí 'néniya. Los niños de muchas partes ya saben leer.""]","0","[]","Canápuromí piréami cúrohui ma gará machí oserí 'néniya. Los niños de muchas partes ya saben leer.","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000405","Cánari","Cánari","canari","","S","S","Guacamaya, perico","1","[""Guacamaya, perico""]","1","[""Ma 'ne cuhuésachi, hue 'yena echi cánari. En la primavera hay (andan) Muchas guacamayas.""]","0","[]","Ma 'ne cuhuésachi, hue 'yena echi cánari. En la primavera hay (andan) Muchas guacamayas.","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000406","Canira","Canira","canira","","Vi","Vi","Alegrarse, complacerse","1","[""Alegrarse, complacerse""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000407","Canírata","Canírata","canirata","","Vt","Vt","Complacer, contentar, regocijar","1","[""Complacer, contentar, regocijar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000408","Caniri","Caniri","caniri","","Vi","Vi","Estar contento, estar feliz","1","[""Estar contento, estar feliz""]","1","[""[pret.: caníiri; fut.: canírama] Caníriga. Con mucho gusto. Canírini. Me dio gusto.""]","1","[""pret.: caníiri; fut.: canírama""]","[pret.: caníiri; fut.: canírama] Caníriga. Con mucho gusto. Canírini. Me dio gusto.","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000409","Ca'ó","Ca'ó","ca'o","","Adv","Adv","Arriba por el arroyo","1","[""Arriba por el arroyo""]","1","[""Mi ca'ónani bité. Vivo arriba, por el arroyo. Ca'ona na'rí ju. Es para arriba, en el arroyo. Ca'ona. Para arriba en el arroyo.""]","0","[]","Mi ca'ónani bité. Vivo arriba, por el arroyo. Ca'ona na'rí ju. Es para arriba, en el arroyo. Ca'ona. Para arriba en el arroyo.","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000410","Capaneri","Capaneri","capaneri","","S","S","Campana","1","[""Campana""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000411","Capilata","Capilata","capilata","","Vi","Vi","Rodarse (una cosa larga, como un tronco)","1","[""Rodarse (una cosa larga, como un tronco)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-000412","Capira","Capira","capira","","Vi","Vi","Estar cilíndrico","1","[""Estar cilíndrico""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","24","24","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
