"record_id","headword","headword_raw","headword_normalized","homonym_number","classification","classification_family","translation_raw","sense_count","senses_json","example_count","examples_json","variant_count","variants_json","comments_raw","source_code","source_document","page_start","page_end","transcription_status","publication_status","validation_status"
"RD-001064","Ichipa","Ichipa","ichipa","","Vi","Vi","Esconderse","1","[""Esconderse""]","1","[""Pachá carírari ichípari tohuí. El niño se escondió adentro de la casa.""]","0","[]","Pachá carírari ichípari tohuí. El niño se escondió adentro de la casa.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001065","Ichirúami","Ichirúami","ichiruami","","S","S","Sembrado","1","[""Sembrado""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001066","Ichuromí","Ichuromí","ichuromi","","Adv","Adv","Todo el cuerpo","1","[""Todo el cuerpo""]","1","[""Ichuromí ocó. Me duele todo el cuerpo.""]","0","[]","Ichuromí ocó. Me duele todo el cuerpo.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001067","Igúsuhua, icúsuhua","Igúsuhua, icúsuhua","igusuhua, icusuhua","","Vi","Vi","Son autoridades (del pueblo)","1","[""Son autoridades (del pueblo)""]","0","[]","1","[""icúsuhua""]","","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001068","Igúsuhuami","Igúsuhuami","igusuhuami","","S pl","S","Autoridades (del pueblo)","1","[""Autoridades (del pueblo)""]","1","[""[sing.: cusihua].""]","1","[""sing.: cusihua""]","[sing.: cusihua].","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001069","Ihuá","Ihuá","ihua","","Vi","Vi","Tener agujero","1","[""Tener agujero""]","1","[""Hui’ré ihuá. Tiene un agujero grande.""]","0","[]","Hui’ré ihuá. Tiene un agujero grande.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001070","Ihuáachi","Ihuáachi","ihuaachi","","S","S","Abertura, agujero","1","[""Abertura, agujero""]","1","[""Echo’ná ritérari ihuáachi atí. Está en el agujero de la piedra.""]","0","[]","Echo’ná ritérari ihuáachi atí. Está en el agujero de la piedra.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001071","Ihuará","Ihuará","ihuara","","Vt","Vt","Agujerear, perforar","1","[""Agujerear, perforar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001072","Ihu´é","1Ihu´é","ihu´e","1","Vt","Vt","Atajar","1","[""Atajar""]","1","[""Nijeni ihuema echi huáasi. Voy a atajar las vacas.""]","0","[]","Nijeni ihuema echi huáasi. Voy a atajar las vacas.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001073","Ihu´e","2Ihu´e","ihu´e","2","S pl","S","Muchachas","1","[""Muchachas""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001074","Ihuéami","Ihuéami","ihueami","","Adj","Adj","Fuerte","1","[""Fuerte""]","1","[""[sing.: tihué].""]","1","[""sing.: tihué""]","[sing.: tihué].","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001075","Ihuébana","Ihuébana","ihuebana","","Vt","Vt","Reforzar","1","[""Reforzar""]","1","[""Echi ohuáami tamí cu ihuébanari. Esa medicina me reforzó.""]","0","[]","Echi ohuáami tamí cu ihuébanari. Esa medicina me reforzó.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001076","Ihuepa","Ihuepa","ihuepa","","Vt","Vt","Tirar (con fuerza al suelo)","1","[""Tirar (con fuerza al suelo)""]","1","[""Najarápaga ihuépari. Luchando lo tiró con fuerza al suelo.""]","0","[]","Najarápaga ihuépari. Luchando lo tiró con fuerza al suelo.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001077","Ihuera, jihuero","Ihuera, jihuero","ihuera, jihuero","","Vi","Vi","Tener","1","[""Tener""]","0","[]","1","[""jihuero""]","","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001078","Ihuérami","Ihuérami","ihuerami","","","Sin clasificar","1. adj Fuerte 2. adj Macizo","2","[""adj Fuerte"",""adj Macizo""]","1","[""Echi rijoy huabé ihuérami ju. Ese hombre está muy fuerte.""]","0","[]","Echi rijoy huabé ihuérami ju. Ese hombre está muy fuerte.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001079","I’hueri","I’hueri","i'hueri","","Adj pl","Adj","Largos","1","[""Largos""]","1","[""Véase hui’rí.""]","0","[]","Véase hui’rí.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001080","Ihuí","Ihuí","ihui","","Vt","Vt","Respirar","1","[""Respirar""]","1","[""Ma cu ihuiri. Ya respiró otra vez.""]","0","[]","Ma cu ihuiri. Ya respiró otra vez.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001081","I’huí","I’huí","i'hui","","Vt","Vt","1. Enredar 2. Lo amarra por las patas","2","[""Enredar"",""Lo amarra por las patas""]","1","[""Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.""]","0","[]","Cagué ma i’huiri huíi. El caballo ya enredó la soga. Cahué i’huítaga chucú. El caballo está parado enredado. ¿Churigá mi i’meri? I’huítarini ¿Cómo caíste? Me enredé.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001082","Ihuíchani","Ihuíchani","ihuichani","","Vi","Vi","Resollar","1","[""Resollar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001083","I’huíchari","I’huíchari","i'huichari","","S","S","Manzanilla","1","[""Manzanilla""]","1","[""I’huícharachi. En la manzanilla.""]","0","[]","I’huícharachi. En la manzanilla.","SRC-02","DICCIONARIO raramuri.pdf","50","50","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001084","Ihuigá","Ihuigá","ihuiga","","S","S","Respiración","1","[""Respiración""]","1","[""Diosi tamí ihuítari. Dios me dio la vida (la respiración). Binoy ihuigara. El espíritu de él. Ihuita. Vi Dar espíritu, dar vida.""]","0","[]","Diosi tamí ihuítari. Dios me dio la vida (la respiración). Binoy ihuigara. El espíritu de él. Ihuita. Vi Dar espíritu, dar vida.","SRC-02","DICCIONARIO raramuri.pdf","50","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001085","I’huiri","I’huiri","i'huiri","","S","S","Bolsita de gusanos del madroño (árbol)","1","[""Bolsita de gusanos del madroño (árbol)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001086","I’huita","I’huita","i'huita","","","Sin clasificar","1. vi Enredarse 2. vt Dar la autoridad (pasándole los cetros de autoridad encima de la cabeza)","2","[""vi Enredarse"",""vt Dar la autoridad (pasándole los cetros de autoridad encima de la cabeza)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001087","Ijínari","Ijínari","ijinari","","Vi","Vi","Éramos, eran","1","[""Éramos, eran""]","1","[""Campórahuami ijínari. Eran tamboreros. Remerio ijínari. Eran curanderos. Huete cha nocuáam ijínari. Éramos muy traviesos. Nijé jínari ju. Son mis hijos.""]","0","[]","Campórahuami ijínari. Eran tamboreros. Remerio ijínari. Eran curanderos. Huete cha nocuáam ijínari. Éramos muy traviesos. Nijé jínari ju. Son mis hijos.","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001088","Imá","Imá","ima","","S","S","Hígado","1","[""Hígado""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001089","Imasehua","Imasehua","imasehua","","","Sin clasificar","1. vi Enfermarse (por tener el bazo hinchado) 2. s Bazo","2","[""vi Enfermarse (por tener el bazo hinchado)"",""s Bazo""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001090","I’mé","I’mé","i'me","","vi","Vi","1. Caerse (al suelo) 2. Tropezar (andando)","2","[""Caerse (al suelo)"",""Tropezar (andando)""]","1","[""Echi táa tohuí i’mema. El niñito se va a tropezar.""]","0","[]","Echi táa tohuí i’mema. El niñito se va a tropezar.","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001091","Imúami","Imúami","imuami","","Adj","Adj","Voraz","1","[""Voraz""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001092","Imuri","Imuri","imuri","","S","S","Canasta (con tapadera), petaca","1","[""Canasta (con tapadera), petaca""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001093","Iná","1Iná","ina","1","","Sin clasificar","1. vi Ir 2. Venir 3. Caminar","3","[""vi Ir"",""Venir"",""Caminar""]","1","[""Echo’ná iná. Allí va. Mi tasí inaro. Alli viene. Huamí tu inárami hue risí. El que camina para abajo está cansado.""]","0","[]","Echo’ná iná. Allí va. Mi tasí inaro. Alli viene. Huamí tu inárami hue risí. El que camina para abajo está cansado.","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001094","Iná","2Iná","ina","2","Vi","Vi","Dar leche","1","[""Dar leche""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001095","Ináatami","Ináatami","inaatami","","Adj","Adj","Seguidor (a tros y no estar solo)","1","[""Seguidor (a tros y no estar solo)""]","1","[""Echi táa hue ináatami ju. Ese chiquito es muy seguidor.""]","0","[]","Echi táa hue ináatami ju. Ese chiquito es muy seguidor.","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001096","Inami","Inami","inami","","Vi","Vi","Entender y hablar español","1","[""Entender y hablar español""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001097","I’ní","I’ní","i'ni","","Vi","Vi","Volar","1","[""Volar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001098","I’níbana","I’níbana","i'nibana","","Vt","Vt","Echar a voler","1","[""Echar a voler""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001099","I’nisa","I’nisa","i'nisa","","Vi","Vi","Volarse","1","[""Volarse""]","1","[""Icá jiti i’nísama. Se va a volar por el viento.""]","0","[]","Icá jiti i’nísama. Se va a volar por el viento.","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001100","Inó","Inó","ino","","S","S","Tipo de árbol chico con hojas amargosas","1","[""Tipo de árbol chico con hojas amargosas""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001101","Iqué","Iqué","ique","","Vt","Vt","Ventilar","1","[""Ventilar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001102","Iquí","1Iquí","iqui","1","Vi","Vi","Acontecer, suceder","1","[""Acontecer, suceder""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001103","Iquí","2Iquí","iqui","2","Vt","Vt","1. Picar 2. Morder","2","[""Picar"",""Morder""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001104","Iquigá: que ‘ne iquigá","Iquigá: que ‘ne iquigá","iquiga: que 'ne iquiga","","","Sin clasificar","Desapareciéndose","1","[""Desapareciéndose""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001105","Iquíi","Iquíi","iquii","","Vi","Vi","Saber (lo que pasó)","1","[""Saber (lo que pasó)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001106","Irá","Irá","ira","","S","S","Nopal","1","[""Nopal""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001107","Irapa","Irapa","irapa","","Vt","Vt","Abrir (puerta, caja)","1","[""Abrir (puerta, caja)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001108","Irápara","Irápara","irapara","","S","S","Llave","1","[""Llave""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001109","Irápata","Irápata","irapata","","Vi","Vi","Abrirse","1","[""Abrirse""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001110","Irápatami","Irápatami","irapatami","","Pp","Pp","Abierto","1","[""Abierto""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001111","Iré","Iré","ire","","Vi","Vi","Estar bueno, servir","1","[""Estar bueno, servir""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","51","51","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001112","Ireta","Ireta","ireta","","Vi","Vi","Explicar bien","1","[""Explicar bien""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001113","Irí","Irí","iri","","S","S","Cerco (de palos)","1","[""Cerco (de palos)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001114","Irura","Irura","irura","","Adv","Adv","Ciertamente","1","[""Ciertamente""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001115","Isaba","Isaba","isaba","","Vi","Vi","Descansar","1","[""Descansar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001116","Isábata","Isábata","isabata","","Vt","Vt","Hacer, descansar","1","[""Hacer, descansar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001117","Isena","Isena","isena","","Adj pl","Adj","Distintos, diferentes, extraños","1","[""Distintos, diferentes, extraños""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001118","Isí","Isí","isi","","Vi","Vi","Orinar","1","[""Orinar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001119","Isini rahué","Isini rahué","isini rahue","","","Sin clasificar","Algunos días","1","[""Algunos días""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001120","Isota","Isota","isota","","Vt","Vt","Mojar con orina","1","[""Mojar con orina""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001121","Itiyeri","Itiyeri","itiyeri","","Vi pret pl","Vi","Jugar","1","[""Jugar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001122","Iyé","Iyé","iye","","S","S","Madre, mamá","1","[""Madre, mamá""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001123","Iyéami","Iyéami","iyeami","","Adv","Adv","Que tiene mamá","1","[""Que tiene mamá""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001124","Iyéata","Iyéata","iyeata","","Vi","Vi","Estar abierto","1","[""Estar abierto""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001125","Iyena, yena","Iyena, yena","iyena, yena","","Vi sing","Vi","Andar","1","[""Andar""]","0","[]","1","[""yena""]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001126","Iyénasí","Iyénasí","iyenasi","","","Sin clasificar","Hasta que","1","[""Hasta que""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001127","Jaba","Jaba","jaba","","Vi pl","Vi","Pararse (varios)","1","[""Pararse (varios)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001128","Jabu","Jabu","jabu","","S esp","S","Caballo","1","[""Caballo""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001129","Jácami","Jácami","jacami","","Adj","Adj","Vivo","1","[""Vivo""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001130","Jahua","Jahua","jahua","","Vt pl","Vt","1. Parar 2. Nombrar como autoridades","2","[""Parar"",""Nombrar como autoridades""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001131","Jahuaba","Jahuaba","jahuaba","","Vi pl","Vi","Estar parados","1","[""Estar parados""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001132","Jahui","Jahui","jahui","","Vi pl","Vi","Estar parados","1","[""Estar parados""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001133","Jami","Jami","jami","","Adv","Adv","Por aquí, por este lado","1","[""Por aquí, por este lado""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001134","Janiri","Janiri","janiri","","Vi","Vi","Estar contento","1","[""Estar contento""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001135","Japa","Japa","japa","","Imper","Imper","¡Oiga!","1","[""¡Oiga!""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001136","Jaré","Jaré","jare","","Pron","Pron","Algunos, unos","1","[""Algunos, unos""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001137","Jasa","Jasa","jasa","","Vi pl","Vi","1. Levantarse (de estar sentados) 2. Pararse (cesar)","2","[""Levantarse (de estar sentados)"",""Pararse (cesar)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001138","Je’ná","Je’ná","je'na","","Pron dem","Pron","Este, esta, esto","1","[""Este, esta, esto""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001139","Jena’í","Jena’í","jena'i","","Adv","Adv","Aquí","1","[""Aquí""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001140","Jecouá","Jecouá","jecoua","","","Sin clasificar","Acá (en cierta parte)","1","[""Acá (en cierta parte)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001141","Jeré","Jeré","jere","","","Sin clasificar","Así es","1","[""Así es""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001142","Jerigá","Jerigá","jeriga","","Adv","Adv","Así (de esta manera)","1","[""Así (de esta manera)""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001143","Jeyiri","Jeyiri","jeyiri","","Adv","Adv","Esta clase","1","[""Esta clase""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001144","Ji","Ji","ji","","Imper","Imper","¡Tómalo con la mano!","1","[""¡Tómalo con la mano!""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001145","Jícuri","Jícuri","jicuri","","S","S","Peyote","1","[""Peyote""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001146","Jiero","Jiero","jiero","","S esp","S","Fierro","1","[""Fierro""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001147","Jihuéami","Jihuéami","jihueami","","Adj","Adj","Fuerte","1","[""Fuerte""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001148","Jihuera","Jihuera","jihuera","","","Sin clasificar","Tener fuerza","1","[""Tener fuerza""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001149","Jihuérahua","Jihuérahua","jihuerahua","","S","S","Poder","1","[""Poder""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001150","Jihuérami","Jihuérami","jihuerami","","Adj","Adj","Vigoroso, firme","1","[""Vigoroso, firme""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001151","Jihuérata","Jihuérata","jihuerata","","Vt","Vt","Hacer fuerte, fortalecer","1","[""Hacer fuerte, fortalecer""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001152","Jima","Jima","jima","","Vi pl","Vi","Subir","1","[""Subir""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001153","Jínohua","Jínohua","jinohua","","Vi","Vi","Tener hijos","1","[""Tener hijos""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001154","Jipi","Jipi","jipi","","Adv","Adv","Ahora","1","[""Ahora""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","52","52","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001155","Jiti","Jiti","jiti","","Prep","Prep","1. Con 2. Por","2","[""Con"",""Por""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001156","Jiyá","Jiyá","jiya","","Vi","Vi","Apresurarse","1","[""Apresurarse""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001157","Jiyata","Jiyata","jiyata","","Vt","Vt","Apresurar","1","[""Apresurar""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001158","Jiyahui","Jiyahui","jiyahui","","Vi","Vi","Tener prisa por irse","1","[""Tener prisa por irse""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001159","Jiyé","Jiyé","jiye","","Vt","Vt","Seguir las huellas","1","[""Seguir las huellas""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001160","Jiyero","Jiyero","jiyero","","S","S","Hierro","1","[""Hierro""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001161","Jiyeta","Jiyeta","jiyeta","","Vt","Vt","Seguir huelleando","1","[""Seguir huelleando""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
"RD-001162","Jo","1Jo","jo","1","Vi pl","Vi","Andar muchos","1","[""Andar muchos""]","0","[]","0","[]","","SRC-02","DICCIONARIO raramuri.pdf","53","53","Transcrito","Autorizada para difusión","Pendiente de validación lingüística"
