record_id,headword,headword_raw,headword_normalized,homonym_number,classification,classification_family,translation_raw,senses,examples,variants,comments_raw,source_code,source_document,page_start,page_end,status
RD-000090,Aré,Aré,are,,Vt,Vt,Descornar,"[""Descornar""]","[""Echi toro tamí chi'iburi; ma huaminá arémani, ese toro me acorneó; ya voy a descornarlo.""]",[],"Echi toro tamí chi'iburi; ma huaminá arémani, ese toro me acorneó; ya voy a descornarlo.",SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000091,Arí,Arí,ari,,Adv,Adv,Tarde,"[""Tarde""]","[""Jipi arí, hoy en la tarde, enseguida""]",[],"Jipi arí, hoy en la tarde, enseguida",SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000092,Arí biché,Arí biché,ari biche,,,Sin clasificar,Entonces,"[""Entonces""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000093,Ariché,Ariché,ariche,,Vi,Vi,"Tardar, dilatar","[""Tardar, dilatar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000094,Arigá,Arigá,ariga,,,Sin clasificar,"A pesar de, de todos modos","[""A pesar de, de todos modos""]","[""Arigá ruráachi nochabo, a pesar del frío vamos a trabajar. Arigá 'huérari, urgente Ariga 'huérari ju, es menester""]",[],"Arigá ruráachi nochabo, a pesar del frío vamos a trabajar. Arigá 'huérari, urgente Ariga 'huérari ju, es menester",SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000095,Arihua,Arihua,arihua,,Vi,Vi,"Ser tarde, atardecer","[""Ser tarde, atardecer""]","[""Ma arihua, terico chonama, ya es tarde, pronto va a obscurecer.""]",[],"Ma arihua, terico chonama, ya es tarde, pronto va a obscurecer.",SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000096,Arihuá,Arihuá,arihua,,S,S,Alma,"[""Alma""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000097,Arihué,Arihué,arihue,,Vt,Vt,Dejar,"[""Dejar""]","[""Rijoy huaminá arihueri binoy upira, el hombre dejó a su esposa. Echo'ná bitichí arihueri ripurá, dejó el hacha en la casa. ¡Arihué! ¡Quetasi namó orá!, ¡Déjalo! iNo le hagas nada! [pp.: arihuérami; fut.: arihuema]""]","[""pp.: arihuérami; fut.: arihuema""]","Rijoy huaminá arihueri binoy upira, el hombre dejó a su esposa. Echo'ná bitichí arihueri ripurá, dejó el hacha en la casa. ¡Arihué! ¡Quetasi namó orá!, ¡Déjalo! iNo le hagas nada! [pp.: arihuérami; fut.: arihuema]",SRC-02,DICCIONARIO raramuri.pdf,7,7,Transcrito
RD-000098,Arimuri,Arimuri,arimuri,,S,S,Almud,"[""Almud""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000099,A'rínaromí,A'rínaromí,a'rinaromi,,Adv,Adv,Al poco rato,"[""Al poco rato""]","[""Maparimi cu simiri, que ayó, pe a'rínaromí échico nahuarí, a poco de haberse ido usted, llegó él.""]",[],"Maparimi cu simiri, que ayó, pe a'rínaromí échico nahuarí, a poco de haberse ido usted, llegó él.",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000100,Ariósibá,Ariósibá,ariosiba,,Interj,Interj,¡Adiós!,"[""¡Adiós!""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000101,Arirí,Arirí,ariri,,Interj,Interj,iAy!,"[""iAy!""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000102,Aró,Aró,aro,,Vi,Vi,Marchitarse,"[""Marchitarse""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000103,Asahua,Asahua,asahua,,Vy,V,Acudir,"[""Acudir""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000104,Asapa,Asapa,asapa,,Vt,Vt,Sacudir,"[""Sacudir""]","[""Cará asápari quimá, mapujiti hue napisóori. Sacudió bien la cobija, porque tenía mucho polvo.""]",[],"Cará asápari quimá, mapujiti hue napisóori. Sacudió bien la cobija, porque tenía mucho polvo.",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000105,Asayé,Asayé,asaye,,S pl,S,Enemigos,"[""Enemigos""]","[""[sing.: sayé]""]","[""sing.: sayé""]",[sing.: sayé],SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000106,Asé,Asé,ase,,Vt,Vt,Montar (un animal),"[""Montar (un animal)""]","[""Cahué asigá cu simiri. Montando el caballo, se fué. Que cho binéami ju aserihua. Todavía no está entrenado a ser montado. Asigá montando""]",[],"Cahué asigá cu simiri. Montando el caballo, se fué. Que cho binéami ju aserihua. Todavía no está entrenado a ser montado. Asigá montando",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000107,Así,Así,asi,,Adv,Adv,También,"[""También""]","[""Binoy upira así simiri. Su esposa también se fue.""]",[],Binoy upira así simiri. Su esposa también se fue.,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000108,Asibá,Asibá,asiba,,Imper,Imper,Siéntate,"[""Siéntate""]","[""Mami risiri inaria, echo'ná ritérari moba asibá. Ya te cansaste de andar, siéntate allí sobre la piedra.""]",[],"Mami risiri inaria, echo'ná ritérari moba asibá. Ya te cansaste de andar, siéntate allí sobre la piedra.",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000109,Asiba,Asiba,asiba,,Vi sing,Vi,Sentarse,"[""Sentarse""]","[""Pachá asíbaga, huarú co'huari. Sentándose adentro, comió mucho. Echo'ná escuélachi asíbami rihuárini. Le ví sentado allí, en la escuela.""]",[],"Pachá asíbaga, huarú co'huari. Sentándose adentro, comió mucho. Echo'ná escuélachi asíbami rihuárini. Le ví sentado allí, en la escuela.",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000110,Asiba,Asiba,asiba,,,Sin clasificar,Quedarse (cosa),"[""Quedarse (cosa)""]","[""Echi huarú rité ripana jonsa cabótasa, huami ri’ré asíbari. Esa piedra rodó desde arriba y se quedó allí abajo. [pl.: muchiba] asináari vi quería sentarse""]","[""pl.: muchiba""]","Echi huarú rité ripana jonsa cabótasa, huami ri’ré asíbari. Esa piedra rodó desde arriba y se quedó allí abajo. [pl.: muchiba] asináari vi quería sentarse",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000111,Asira,Asira,asira,,Vi,Vi,Estar sentado (haciendo algo),"[""Estar sentado (haciendo algo)""]","[""Oserí 'nénia asírari. Estaba sentado leyendo.""]",[],Oserí 'nénia asírari. Estaba sentado leyendo.,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000112,Asisi,Asisi,asisi,,Vi,Vi,Levantarse (de estar acostado),"[""Levantarse (de estar acostado)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000113,Atá,Atá,ata,,S,S,Arco (para flechas),"[""Arco (para flechas)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000114,Atachó,Atachó,atacho,,Vi,Vi,Pudrirse (mazorcas),"[""Pudrirse (mazorcas)""]","[""Atachórami podridas (mazorcas)""]",[],Atachórami podridas (mazorcas),SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000115,Atahuépata,Atahuépata,atahuepata,,Vt,Vt,Podar,"[""Podar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000116,Até,Até,ate,,Vi,Vi,Tener arco,"[""Tener arco""]","[""[pp.: atéami]""]","[""pp.: atéami""]",[pp.: atéami],SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000117,Atí,Atí,ati,,Vi,Vi,"Sing estar, estar sentado","[""Sing estar, estar sentado""]","[""[pl.: muchuhui]""]","[""pl.: muchuhui""]",[pl.: muchuhui],SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000118,Atisi,Atisi,atisi,,Vi,Vi,Estornudar,"[""Estornudar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000119,Auché,Auché,auche,,Adv,Adv,Otro,"[""Otro""]","[""Auché baisá niráa, tres tantos. Auché biré, otro. Auché biréana, en otra parte. Auché biréara oméachi, el próximo domingo. Auché jaré, otros. Auché pe ocuá, otro poco. Auché siné, otra vez.""]",[],"Auché baisá niráa, tres tantos. Auché biré, otro. Auché biréana, en otra parte. Auché biréara oméachi, el próximo domingo. Auché jaré, otros. Auché pe ocuá, otro poco. Auché siné, otra vez.",SRC-02,DICCIONARIO raramuri.pdf,8,8,Transcrito
RD-000120,Auchecho,Auchecho,auchecho,,,Sin clasificar,,[],"[""Auchecho siné, otra vez. Auchecho siné aní, repetir. Auchecho siné cu ‘ya, reponer.""]",[],"Auchecho siné, otra vez. Auchecho siné aní, repetir. Auchecho siné cu ‘ya, reponer.",SRC-02,DICCIONARIO raramuri.pdf,8,9,Transcrito
RD-000121,Ayá,Ayá,aya,,,Sin clasificar,Dando [Gerundio de ‘ya],"[""Dando [Gerundio de ‘ya]""]","[""Jena’í iyénari biré óhuami carúmati ohuáami ayá. Aquí andaba un médico dándonos medicinas de todas clases.""]",[],Jena’í iyénari biré óhuami carúmati ohuáami ayá. Aquí andaba un médico dándonos medicinas de todas clases.,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000122,A’yapi,A’yapi,a'yapi,,,Sin clasificar,Uno tras otro,"[""Uno tras otro""]","[""Maparí nachútari sunú, a’yapi sísari echi pagótuami. Cuando hicieron distribución del maíz, la gente llegaba una tras otra.""]",[],"Maparí nachútari sunú, a’yapi sísari echi pagótuami. Cuando hicieron distribución del maíz, la gente llegaba una tras otra.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000123,Ayena,Ayena,ayena,,Adv,Adv,Sí,"[""Sí""]","[""¿Acha atí mujé onorá? Ayena, echo'ná pachá atí. ¿Está tu papá? Sí, está allí adentro.""]",[],"¿Acha atí mujé onorá? Ayena, echo'ná pachá atí. ¿Está tu papá? Sí, está allí adentro.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000124,Ayena cho,Ayena cho,ayena cho,,Adv,Adv,"También, aún, sí","[""También, aún, sí""]","[""Ayena cho nayúnari echi jaré cúuchi. Aún los niños se enfermaron. Nijé onorá ayena cho nahuari. Mi papá también vino. Ayénasí, ayena así sí también.""]",[],"Ayena cho nayúnari echi jaré cúuchi. Aún los niños se enfermaron. Nijé onorá ayena cho nahuari. Mi papá también vino. Ayénasí, ayena así sí también.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000125,Ba'arí,Ba'arí,ba'ari,,Adv,Adv,Mañana.,"[""Mañana.""]","[""Ba'arí bi'yá mañana temprano. Ba'arí piché hasta mañana""]",[],Ba'arí bi'yá mañana temprano. Ba'arí piché hasta mañana,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000126,Ba'arínara,Ba'arínara,ba'arinara,,,Sin clasificar,Al siguiente día (en el pasado) por la mañana,"[""Al siguiente día (en el pasado) por la mañana""]","[""Maparí huarú quipari, ba'arínara huabé ruráari. Al día siguiente de la gran nevada hizo mucho frío.""]",[],"Maparí huarú quipari, ba'arínara huabé ruráari. Al día siguiente de la gran nevada hizo mucho frío.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000127,Bacá,Bacá,baca,,S,S,Carrizo,"[""Carrizo""]","[""Huaminá tu bacochi hue nirú bacá. Allá abajo, en el río, hay mucho carrizo. Echi jaré rarámuri echi bacá nihuá cuseri. Los tarahumaras hacen flautas del carrizo.""]",[],"Huaminá tu bacochi hue nirú bacá. Allá abajo, en el río, hay mucho carrizo. Echi jaré rarámuri echi bacá nihuá cuseri. Los tarahumaras hacen flautas del carrizo.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000128,Bacahuá,Bacahuá,bacahua,,S,S,Hoja de la mazorca (seca),"[""Hoja de la mazorca (seca)""]","[""'Huisa, bacahuá napabusa, huaminánomí tamari nihuabo. En la pizca juntamos las hojas de las mazorcas; después haremos tamales.""]",[],"'Huisa, bacahuá napabusa, huaminánomí tamari nihuabo. En la pizca juntamos las hojas de las mazorcas; después haremos tamales.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000129,Bacamú,Bacamú,bacamu,,Vi,Vi,"Infectarse (llaga), hincharse (con pus)","[""Infectarse (llaga), hincharse (con pus)""]","[""Chabé jonsa huabé cháanari, jipi ma bacamuri. Desde hace algún tiempo le salió un grano, ahora ya se hinchó con pus.""]",[],"Chabé jonsa huabé cháanari, jipi ma bacamuri. Desde hace algún tiempo le salió un grano, ahora ya se hinchó con pus.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000130,Bacánuhui,Bacánuhui,bacanuhui,,S,S,"Tipo de mata que crece en las barrancas. (ellos usan las raíces bien machucadas con un poco de agua para curarse cuando están ""fuera de sí"".).","[""Tipo de mata que crece en las barrancas. (ellos usan las raíces bien machucadas con un poco de agua para curarse cuando están \""fuera de sí\"".).""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000131,Bacarachi,Bacarachi,bacarachi,,S,S,Tipo de víbora chica con rayas blancas,"[""Tipo de víbora chica con rayas blancas""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000132,Bacarí,Bacarí,bacari,,Vi,Vi,Tener enfermedad venérea,"[""Tener enfermedad venérea""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000133,Bacó,Bacó,baco,,Vi,Vi,Ponerse amarillo (las matas de maíz por haber llovido),"[""Ponerse amarillo (las matas de maíz por haber llovido)""]","[""Chabé biréara michá huarú ucuri sinibí rahué, echijiti pachí ma bacori. Hace un mes llovió mucho todos los días, por eso las matas de maíz se pusieron amarillas.""]",[],"Chabé biréara michá huarú ucuri sinibí rahué, echijiti pachí ma bacori. Hace un mes llovió mucho todos los días, por eso las matas de maíz se pusieron amarillas.",SRC-02,DICCIONARIO raramuri.pdf,9,9,Transcrito
RD-000134,Bacochi,Bacochi,bacochi,,S,S,Río,"[""Río""]","[""Huamina ri'reti urí, huabé ri'ré bacochi ju. Allá en el fondo de la barranca, muy abajo, está el río.""]",[],"Huamina ri'reti urí, huabé ri'ré bacochi ju. Allá en el fondo de la barranca, muy abajo, está el río.",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000135,Bacúi,Bacúi,bacui,,S,S,Otate,"[""Otate""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000136,Bacúu,Bacúu,bacuu,,S,S,Palo semejante al carrizo,"[""Palo semejante al carrizo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000137,Bacha,1Bacha,bacha,1,Adv,Adv,"Primeramente, adelante, enfrente","[""Primeramente, adelante, enfrente""]","[""Mapari mitebo biré oco, bachá niráa chutabo echi ripurá. Cuando tumbamos un pino, primeramente amolamos el hacha. Bachá huiríami, primogénito. Bachá niráa, de antemano. Bachá simí, avanza, precede""]",[],"Mapari mitebo biré oco, bachá niráa chutabo echi ripurá. Cuando tumbamos un pino, primeramente amolamos el hacha. Bachá huiríami, primogénito. Bachá niráa, de antemano. Bachá simí, avanza, precede",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000138,Bachá,2Bachá,bacha,2,Vipl,Vi,"Meter (a la cárcel), poner (adentro)","[""Meter (a la cárcel), poner (adentro)""]","[""[pp.: bachárami] Bachánari. Quisieron ponerlo preso. Bachara asari, estaba preso, estaba encerrado""]","[""pp.: bachárami""]","[pp.: bachárami] Bachánari. Quisieron ponerlo preso. Bachara asari, estaba preso, estaba encerrado",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000139,Bacháami,Bacháami,bachaami,,Adv,Adv,"Ante, delante, por delante, enfrente de","[""Ante, delante, por delante, enfrente de""]","[""Bacháami echi siríami yuhua huiribámani. Voy a comparecer delante del gobernador. Bacháami huiriami aparecer delante de, comparecer. Bacháami jaba comparecen.""]",[],"Bacháami echi siríami yuhua huiribámani. Voy a comparecer delante del gobernador. Bacháami huiriami aparecer delante de, comparecer. Bacháami jaba comparecen.",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000140,Bachagóachi,Bachagóachi,bachagoachi,,S,S,Parte gruesa del hueso que fue roto,"[""Parte gruesa del hueso que fue roto""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000141,Bachagochi,Bachagochi,bachagochi,,S,S,Hueso del tobillo,"[""Hueso del tobillo""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000142,Bachahuara,Bachahuara,bachahuara,,Vi,Vi,Ir adelante.,"[""Ir adelante.""]","[""Bachahuárari ichayá. Se apuró a sembrar primero. (lit.: adelante sembró) Nijeni hue jiyahua, echijiti bachahuáramani. Tengo mucha prisa; por eso voy adelante.""]",[],"Bachahuárari ichayá. Se apuró a sembrar primero. (lit.: adelante sembró) Nijeni hue jiyahua, echijiti bachahuáramani. Tengo mucha prisa; por eso voy adelante.",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000143,Bachari,Bachari,bachari,,Vt,Vt,Pret hacer preso,"[""Pret hacer preso""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000144,Baché,Baché,bache,,Vi,Vi,Apuntar bien jugando cuatro (tirando al hoyo),"[""Apuntar bien jugando cuatro (tirando al hoyo)""]","[""¡Gará baché! ¡Apúntelo bien!""]",[],¡Gará baché! ¡Apúntelo bien!,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000145,Bachéi,Bachéi,bachei,,Vi,Vi,Tener hermano mayor,"[""Tener hermano mayor""]","[""Nijeni quetasi bachéi, mapujiti nijé binoy bachá huiríami ju. No tengo hermano mayor, porque yo soy el primero.""]",[],"Nijeni quetasi bachéi, mapujiti nijé binoy bachá huiríami ju. No tengo hermano mayor, porque yo soy el primero.",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000146,Bachi,1Bachi,bachi,1,S,S,Hermano mayor,"[""Hermano mayor""]","[""Nijeni bachirúami ju, mapujítini bachá ochérami ju. Yo soy el primogénito, porque nací primero. Nijé bachirá mi hermano mayor.""]",[],"Nijeni bachirúami ju, mapujítini bachá ochérami ju. Yo soy el primogénito, porque nací primero. Nijé bachirá mi hermano mayor.",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000147,Bachi,2Bachi,bachi,2,S,S,Calabaza.,"[""Calabaza.""]","[""Bachí sihuará, flor de calabaza""]",[],"Bachí sihuará, flor de calabaza",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000148,Bachima,Bachima,bachima,,Vt,Vt,Rociar,"[""Rociar""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000149,Bachirúami,Bachirúami,bachiruami,,Adj,Adj,"Primogénito, hermano mayor","[""Primogénito, hermano mayor""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000150,Ba'hué,Ba'hué,ba'hue,,Vi,Vi,Hay agua,"[""Hay agua""]","[""Echo'ná huabé huaquichéami ju, quetasi ba'hué. Allí está muy seco, no hay agua. [pret.: ba'huéari; fut.: ba'huérama]""]","[""pret.: ba'huéari; fut.: ba'huérama""]","Echo'ná huabé huaquichéami ju, quetasi ba'hué. Allí está muy seco, no hay agua. [pret.: ba'huéari; fut.: ba'huérama]",SRC-02,DICCIONARIO raramuri.pdf,10,10,Transcrito
RD-000151,Ba'huí,Ba'huí,ba'hui,,S,S,Agua,"[""Agua""]","[""Ba'huí túmani. Voy a traer agua. Ba'huí bají toma agua. Ba'huí huichirachi cascada. Ba'huí machina mana agua (p.ej.: de manantial). Ba'huí ro'hué riega. Ba'huí tuma trae agua. Huasí ba'huira jugo de fruta. Ba'huichí vi caer el sereno Jipi ma bará ju. Sinibí rahué bi'yá hue ba'huichí. Ahora es el tiempo de aguas. Todos los días, temprano, cae mucho sereno.""]",[],"Ba'huí túmani. Voy a traer agua. Ba'huí bají toma agua. Ba'huí huichirachi cascada. Ba'huí machina mana agua (p.ej.: de manantial). Ba'huí ro'hué riega. Ba'huí tuma trae agua. Huasí ba'huira jugo de fruta. Ba'huichí vi caer el sereno Jipi ma bará ju. Sinibí rahué bi'yá hue ba'huichí. Ahora es el tiempo de aguas. Todos los días, temprano, cae mucho sereno.",SRC-02,DICCIONARIO raramuri.pdf,10,11,Transcrito
RD-000152,Bahuirá,Bahuirá,bahuira,,Vt,Vt,Herrar,"[""Herrar""]","[""Ma bahuirabo echi huáasi, mapujiti nijé bucura ju. Ya vamos a herrar esa vaca,porque es mía.""]",[],"Ma bahuirabo echi huáasi, mapujiti nijé bucura ju. Ya vamos a herrar esa vaca,porque es mía.",SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000153,Ba'huira,Ba'huira,ba'huira,,S,S,"Jugo, caldo","[""Jugo, caldo""]","[""Je'ná masana hue huaquichéami ju. Tasi te ba'huira. Esta manzana está muy seca. No tiene jugo. Masana ba'huira jugo de manzana.""]",[],Je'ná masana hue huaquichéami ju. Tasi te ba'huira. Esta manzana está muy seca. No tiene jugo. Masana ba'huira jugo de manzana.,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000154,Ba'huirá,Ba'huirá,ba'huira,,Vi,Vi,"Hacer caldo, echar agua a un líquido","[""Hacer caldo, echar agua a un líquido""]","[""Co'orí hue ba'huirari. Echó mucha agua al esquiate.""]",[],Co'orí hue ba'huirari. Echó mucha agua al esquiate.,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000155,Baisá,Baisá,baisa,,Adv,Adv,Tercero,"[""Tercero""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000156,Baisá macoy,Baisá macoy,baisa macoy,,Adj,Adj,Treinta,"[""Treinta""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000157,Bajácami,Bajácami,bajacami,,Pp,Pp,Hinchado,"[""Hinchado""]","[""Huarú bajácami ju ramichí; ne huabé ocorá. Tengo muy hinchada la encía, porque la muela me duele mucho.""]",[],"Huarú bajácami ju ramichí; ne huabé ocorá. Tengo muy hinchada la encía, porque la muela me duele mucho.",SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000158,Bají,Bají,baji,,Vi,Vi,"Tomar, beber (tesgüino, agua)","[""Tomar, beber (tesgüino, agua)""]","[""Echo'ná huarú maní suguí. Ba'arí bajima huareco. Allí hay mucho tesgüino. Tal vez van a tomar mañana. Bajimani ba'huí. Voy a tomar agua.""]",[],Echo'ná huarú maní suguí. Ba'arí bajima huareco. Allí hay mucho tesgüino. Tal vez van a tomar mañana. Bajimani ba'huí. Voy a tomar agua.,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
RD-000159,Bajíami,Bajíami,bajiami,,S,S,Curandero (que toma tesgüino),"[""Curandero (que toma tesgüino)""]",[],[],,SRC-02,DICCIONARIO raramuri.pdf,11,11,Transcrito
