term_id,term_es,term_es_normalized,grammatical_label,equivalents_rrm,source_code,source_document,source_section,pdf_page,printed_page,extraction_status,validation_status,raw_entry
TERM-001874,suficiente,suficiente,adj,tengo suficiente sébari níhuani,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,suficiente adj tengo suficiente sébari níhuani
TERM-001875,sufrir,sufrir,vt,"risúu, risúu nira",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,"sufrir vt risúu, risúu nira"
TERM-001876,sumamente,sumamente,adv,ne,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,sumamente adv ne
TERM-001877,sumergir,sumergir,vt,botobú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,sumergir vt botobú
TERM-001878,sur,sur,m,ri'reque,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,sur m ri'reque
TERM-001879,surcar,surcar,vt,ro'huá (con el arado) DAPYN tarántula,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,surcar vt ro'huá (con el arado) DAPYN tarántula
TERM-001880,surtido,surtido,m,huicaná nasóami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,surtido m huicaná nasóami
TERM-001881,tabaco,tabaco,m,huipá (del campo),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tabaco m huipá (del campo)
TERM-001882,tábano,tabano,m,naparí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tábano m naparí
TERM-001883,tabla,tabla,f,tábara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tabla f tábara
TERM-001884,tacaño,tacano,adj,risirúami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tacaño adj risirúami
TERM-001885,tal,tal,adj,echiyiri tal como está mapurigá atí tal como era achigórigá mapurigá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tal adj echiyiri tal como está mapurigá atí tal como era achigórigá mapurigá
TERM-001886,tal vez,tal vez,adv,"huaré, quere, queremá, siné cáachi",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,"tal vez adv huaré, quere, queremá, siné cáachi"
TERM-001887,taladrar,taladrar,vt,natabú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,taladrar vt natabú
TERM-001888,talega,talega,f,chihuáhuara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,talega f chihuáhuara
TERM-001889,talón,talon,m,ranícuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,talón m ranícuri
TERM-001890,tamaño,tamano,m,churú tamaño de un caballo mapu churú cahué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tamaño m churú tamaño de un caballo mapu churú cahué
TERM-001891,tambalear,tambalear,vi,"bu'huírasama, o'rí",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,"tambalear vi bu'huírasama, o'rí"
TERM-001892,también,tambien,adv,"así, napéa, omá, na'rohua, ayena cho tambor rm campori (se usan en la Semana Santa)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,"también adv así, napéa, omá, na'rohua, ayena cho tambor rm campori (se usan en la Semana Santa)"
TERM-001893,tampoco,tampoco,adv,quetasi cho,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tampoco adv quetasi cho
TERM-001894,tanto,tanto,adv,'me entre tanto mapuyénasí ese tanto echiyena por lo tanto echijiti,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tanto adv 'me entre tanto mapuyénasí ese tanto echiyena por lo tanto echijiti
TERM-001895,tapado,tapado,adj,na'omárami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tapado adj na'omárami
TERM-001896,tapar,tapar,vt,"1. pora 2. na'oma (por encima o de arriba) 3. cho'omaba (la boca y la nariz por vergúenza) 4, quimá (con una cobija) 5. ca'moché (garganta cuando se come algo seco) 6. nacú (la huella)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,"tapar ví 1. pora 2. na'oma (por encima o de arriba) 3. cho'omaba (la boca y la nariz por vergúenza) 4, quimá (con una cobija) 5. ca'moché (garganta cuando se come algo seco) 6. nacú (la huella)"
TERM-001897,tarahumara,tarahumara,f,rarámuri idioma tarahumara rarámuri ra'íchara,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,tarahumara f rarámuri idioma tarahumara rarámuri ra'íchara
TERM-001898,tarántula,tarantula,f,"sipurí, sipúruhui tardar",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,135,125,OCR estructurado,Pendiente de cotejo,"tarántula f sipurí, sipúruhui tardar"
TERM-001899,tardar,tardar,vi,ariché,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tardar vi ariché
TERM-001900,tarde,tarde,adv,arí es tarde arihua esta tarde jipi arí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tarde adv arí es tarde arihua esta tarde jipi arí
TERM-001901,tardecer,tardecer,vi,ariché,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tardecer vi ariché
TERM-001902,tascatal,tascatal,m,aoréachi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tascatal m aoréachi
TERM-001903,táscate,tascate,m,"aorí, orí (árbol local de la familia del cedro)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"táscate m aorí, orí (árbol local de la familia del cedro)"
TERM-001904,tatemado,tatemado,adj,mijíirami (asado),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tatemado adj mijíirami (asado)
TERM-001905,taza,taza,f,basi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,taza f basi
TERM-001906,te,te,pron,mi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,te pron mi
TERM-001907,tecolote,tecolote,m,"1. cabósari (blanco, de tamaño mediano) 2. ritúcari (blanco y amarrillento, de tamaño grande)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tecolote m 1. cabósari (blanco, de tamaño mediano) 2. ritúcari (blanco y amarrillento, de tamaño grande)"
TERM-001908,tejer,tejer,vi,te,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tejer vi te
TERM-001909,tela,tela,f,tera,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tela f tera
TERM-001910,telaraña,telarana,f,"narúchari carira, narúchari rocorá",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"telaraña f narúchari carira, narúchari rocorá"
TERM-001911,temblar,temblar,vi,"1. sayiruma 2. sahuiruma, nocuá (la tierra) temer ve majahuihua, majaga",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"temblar vi 1. sayiruma 2. sahuiruma, nocuá (la tierra) temer ve majahuihua, majaga"
TERM-001912,temeroso,temeroso,adj,majáami templo im ri'obá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,temeroso adj majáami templo im ri'obá
TERM-001913,temprano,temprano,adv,bi'yá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,temprano adv bi'yá
TERM-001914,tender,tender,vt,ra'lanama,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tender vt ra'lanama
TERM-001915,tendido,tendido,m,tendidos para dormir pechi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tendido m tendidos para dormir pechi
TERM-001916,tener,tener,vt,"1, nihua 2. buqué (animal) tiene ganas de comer co'nari tengo de todas clases cáraga níhuani",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tener vt 1, nihua 2. buqué (animal) tiene ganas de comer co'nari tengo de todas clases cáraga níhuani"
TERM-001917,tenga,tenga,imper,¡ji!,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tenga imper ¡ji!
TERM-001918,tentar,tentar,vt,nochá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tentar vt nochá
TERM-001919,teñir,tenir,vt,yoca lo tiñe de anaranjado lánahua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,teñir vt yoca lo tiñe de anaranjado lánahua
TERM-001920,tercero,tercero,adj,baisá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tercero adj baisá
TERM-001921,terminar,terminar,vt,"cayena, suní",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"terminar vt cayena, suní"
TERM-001922,termita,termita,m,coséhuari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,termita m coséhuari
TERM-001923,terreno,terreno,m,cahuí herencia de terremos cahuí pátami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,terreno m cahuí herencia de terremos cahuí pátami
TERM-001924,tesgiino,tesgiino,m,"suguí, batari (bebida embriagante) que toma tesgilino bajíami DICCIONARIO TARAHUMARA 126 tomar tesguino bají tener tesgilino en su casa batárahua",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tesgiino m suguí, batari (bebida embriagante) que toma tesgilino bajíami DICCIONARIO TARAHUMARA 126 tomar tesguino bají tener tesgilino en su casa batárahua"
TERM-001925,testificar,testificar,vt,ru,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,testificar vt ru
TERM-001926,teta,teta,f,chi'muri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,teta f chi'muri
TERM-001927,ti,ti,pron,mi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,ti pron mi
TERM-001928,tía,tia,f,1. soró (hermana mayor del padre) 2. opochi (hermana menor del padre; 1% pers.) 3. huasamóchahua (hermana mayor de la madre; 1% pers.) 4. ratá (hermana menor de la madre),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tía f 1. soró (hermana mayor del padre) 2. opochi (hermana menor del padre; 1% pers.) 3. huasamóchahua (hermana mayor de la madre; 1% pers.) 4. ratá (hermana menor de la madre)
TERM-001929,tibio,tibio,adj,péebi ratáami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tibio adj péebi ratáami
TERM-001930,tiempo,tiempo,m,"al mismo tiempo a'nahuí cuando llega el tiempo sébachi en todo tiempo churubi hace muchísimo tiempo qui' yá, quiyá hace mucho tiempo ma hui' rí rahué ju (días), ma hui'rí bamíbari ju (años) poco tiempo téeribi, pe teri tiempo de calor antes de las lMuvias cuhué tiempo de lluvias bará",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tiempo m al mismo tiempo a'nahuí cuando llega el tiempo sébachi en todo tiempo churubi hace muchísimo tiempo qui' yá, quiyá hace mucho tiempo ma hui' rí rahué ju (días), ma hui'rí bamíbari ju (años) poco tiempo téeribi, pe teri tiempo de calor antes de las lMuvias cuhué tiempo de lluvias bará"
TERM-001931,tierno,tierno,adj,"está tierno chi'rá (elote, calabaza)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tierno adj está tierno chi'rá (elote, calabaza)"
TERM-001932,tierra,tierra,f,"1. cahuí, hui'yé 2. huasá, cahuí ichihuáami (de cultivo) hay tierra hui'yée lugar en donde la tierra está colorada sitéachi mi tierra nije cahuíhuarachi tiene tierra cahuíi tierra blanca ricá (la usan para pintarse en las fiestas) tierra de siembra hui'yé ichihuáhuami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tierra f 1. cahuí, hui'yé 2. huasá, cahuí ichihuáami (de cultivo) hay tierra hui'yée lugar en donde la tierra está colorada sitéachi mi tierra nije cahuíhuarachi tiene tierra cahuíi tierra blanca ricá (la usan para pintarse en las fiestas) tierra de siembra hui'yé ichihuáhuami"
TERM-001933,tijera,tijera,f,sirá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tijera f sirá
TERM-001934,tinieblas,tinieblas,f,hay tinieblas rocohuá en las tinieblas rocohuárari,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,tinieblas f hay tinieblas rocohuá en las tinieblas rocohuárari
TERM-001935,tinta,tinta,f,"sitá (colorada, de la tierra con que se pintan los tambores)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,136,126,OCR estructurado,Pendiente de cotejo,"tinta f sitá (colorada, de la tierra con que se pintan los tambores)"
TERM-001936,tío,tio,m,1. cumúchari (el hermano mayor del padre; 1% pers.) 2. richí (hermano menor del padre) 3. curichi (hermano mayor de la madre; 12 pers.) 4. raté (hermano menor de la madre),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tío m 1. cumúchari (el hermano mayor del padre; 1% pers.) 2. richí (hermano menor del padre) 3. curichi (hermano mayor de la madre; 12 pers.) 4. raté (hermano menor de la madre)
TERM-001937,tirar,tirar,vt,"pa; u'lú (pl.) 2. vt ihuepa (con fuerza al suelo) 3. ví cu'luhua (líquido) 4. vt pasá, napabá (piedra) 5. ve huiró (agua) 6. vt ra'né, ratá, ratana (con rifle) 7. ve umú (sing.), mujubú (pl.; flecha o balazo) 8. vi cu'lí (líquido) tirando las bolas chocojipa",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"tirar 1. v£ pa; u'lú (pl.) 2. vt ihuepa (con fuerza al suelo) 3. ví cu'luhua (líquido) 4. vt pasá, napabá (piedra) 5. ve huiró (agua) 6. vt ra'né, ratá, ratana (con rifle) 7. ve umú (sing.), mujubú (pl.; flecha o balazo) 8. vi cu'lí (líquido) tirando las bolas chocojipa"
TERM-001938,tobillo,tobillo,m,romírachi hueso del tobillo bachagochi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tobillo m romírachi hueso del tobillo bachagochi
TERM-001939,tocador,tocador,m,táami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tocador m táami
TERM-001940,tocar,tocar,vt,"1. nocuara nocha (con la mano) taca, simé (instrumento musical) cusé (flauta) huipisó capaneri (campana) chané (puerta) . Chaché (una cosa a otra)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"tocar ví 1. nocuara nocha (con la mano) taca, simé (instrumento musical) cusé (flauta) huipisó capaneri (campana) chané (puerta) . Chaché (una cosa a otra)"
TERM-001941,tocayo,tocayo,m,f es tocayo Cchópirigá rihuéami ju,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"tocayo m, f es tocayo Cchópirigá rihuéami ju"
TERM-001942,todavía,todavia,adv,"abijí, cho",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"todavía adv abijí, cho"
TERM-001943,todo,todo,adj,suhuaba es todo cari ju todo cuanto suhuaba mapu iquí,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,todo adj suhuaba es todo cari ju todo cuanto suhuaba mapu iquí
TERM-001944,todos,todos,m,pl si'néami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,todos m pl si'néami
TERM-001945,tomar,tomar,vt,1. bají (beber) 2. ba'huí bají (agua) 3. to (llevar) hacer tomar bajira tomar pecho chi'Í ir al tesgiinada a tomar bajuhua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tomar vt 1. bají (beber) 2. ba'huí bají (agua) 3. to (llevar) hacer tomar bajira tomar pecho chi'Í ir al tesgiinada a tomar bajuhua
TERM-001946,toma,toma,imper,ijil,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,toma imper ijil
TERM-001947,tomatillo,tomatillo,m,rurusí (fruta),SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tomatillo m rurusí (fruta)
TERM-001948,tonto,tonto,adj,nataguésuri,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tonto adj nataguésuri
TERM-001949,torcer,torcer,vr,"bi'rina, cu'lina 2. vi camí 3. vr miteba, muteba (tobillo) AAA treinta 4. vr bi'rí (solo)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"torcer 1. vr bi'rina, cu'lina 2. vi camí 3. vr miteba, muteba (tobillo) AAA treinta 4. vr bi'rí (solo)"
TERM-001950,torcido,torcido,adj,bi'líami que ha sido torcido bi'lícami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,torcido adj bi'líami que ha sido torcido bi'lícami
TERM-001951,tordo,tordo,adj,rosobáchami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tordo adj rosobáchami
TERM-001952,toro,toro,m,"huáasi ohuira, huacasí ohuira",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"toro m huáasi ohuira, huacasí ohuira"
TERM-001953,tortilla,tortilla,f,rimé hacer tortillas rimé,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tortilla f rimé hacer tortillas rimé
TERM-001954,toser,toser,vi,rosohua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,toser vi rosohua
TERM-001955,tostado,tostado,adj,cuhuanárami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tostado adj cuhuanárami
TERM-001956,tostar,tostar,vt,"1. coná, cuhuana (tortillas) 2. cusí (elotes o mazorcas) 3. sapótana (para hacer palomitas)",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"tostar vt 1. coná, cuhuana (tortillas) 2. cusí (elotes o mazorcas) 3. sapótana (para hacer palomitas)"
TERM-001957,trabajador,trabajador,m,nóchami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,trabajador m nóchami
TERM-001958,trabajar,trabajar,vi,nocha a trabajar (varios) nochásia poner a trabajar nochara está trabajando agachado chucú,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,trabajar vi nocha a trabajar (varios) nochásia poner a trabajar nochara está trabajando agachado chucú
TERM-001959,trabajo,trabajo,m,nóchari donde hay trabajo mapo'mi nochárahua,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,trabajo m nóchari donde hay trabajo mapo'mi nochárahua
TERM-001960,trabajoso,trabajoso,adj,"hue oméami, 'nate",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"trabajoso adj hue oméami, 'nate"
TERM-001961,traducir,traducir,vt,uchucha,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,traducir v£ uchucha
TERM-001962,traer,traer,vt,"1. 'me, 'nora, pa 2. 'yeba (para alguien) 3. ba'huí tuma, tu (agua) 4. cu ca'huí, qui'huí (leña) traer en las manos tapa, ca quiere traerlo pánara",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"traer vt 1. 'me, 'nora, pa 2. 'yeba (para alguien) 3. ba'huí tuma, tu (agua) 4. cu ca'huí, qui'huí (leña) traer en las manos tapa, ca quiere traerlo pánara"
TERM-001963,tragar,tragar,vt,a'huá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,tragar ví a'huá
TERM-001964,trampa,trampa,f,"poner una trampa misú, misugú (de piedras para aplastar animales chicos) trampa de piedras misugú, misuri",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"trampa f poner una trampa misú, misugú (de piedras para aplastar animales chicos) trampa de piedras misugú, misuri"
TERM-001965,transformar,transformar,vt,nacuríhua 2. vr najita,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,transformar 1. vt nacuríhua 2. vr najita
TERM-001966,transparente,transparente,adj,gará machíami,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,transparente adj gará machíami
TERM-001967,trapo,trapo,m,huisiburi,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,trapo m huisiburi
TERM-001968,tráquea,traquea,f,"roroca, rorógara",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"tráquea f roroca, rorógara"
TERM-001969,trasquilar,trasquilar,vt,sicá trasquilará siquimea,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,trasquilar ví sicá trasquilará siquimea
TERM-001970,travieso,travieso,adj,"chuhué bacháami simírami, cha nocuáami",SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,"travieso adj chuhué bacháami simírami, cha nocuáami"
TERM-001971,trece,trece,adj,macoy miná biquiyá,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,trece adj macoy miná biquiyá
TERM-001972,treinta,treinta,adj,baisá macoy trementina,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,137,127,OCR estructurado,Pendiente de cotejo,treinta adj baisá macoy trementina
TERM-001973,trementina,trementina,f,tiene trementina (el pino) choré tremolar vé lohué,SRC-01,"Diccionario tarahumara de Samachique, edición 1993",ESPAÑOL - TARAHUMARA,138,128,OCR estructurado,Pendiente de cotejo,trementina f tiene trementina (el pino) choré tremolar vé lohué
